RowNumber,CustomerId,CreditScore,Geography,Age,FeesCharges,NumOfApplications,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4448,15665168,685,Germany,44,10196.8,2,0,1,163558.36,0
4449,15601503,598,Spain,28,348.83,2,1,0,6947.09,0
4450,15591091,523,France,44,37746.2,1,0,0,157166.79,1
4451,15715877,826,France,28,7088.24,2,0,1,46072.52,0
4452,15746662,572,Spain,27,5983.37,1,1,0,45563.94,0
4453,15626679,640,France,33,8234.11,2,0,1,59103.13,0
4454,15793343,572,France,29,29878.86,2,1,0,189558.44,0
4455,15801316,579,France,61,331.02,1,0,1,21859.06,0
4456,15800514,391,Germany,24,32526.17,2,1,1,162699.7,1
4457,15662232,711,Germany,42,719.73,2,1,0,8567.18,0
4458,15782096,526,Germany,36,3974.73,1,0,0,12916.32,1
4459,15756272,498,Germany,35,5112.57,1,0,0,40980.87,1
4460,15615245,668,France,19,1586.58,1,1,0,40368.65,0
4461,15600174,528,France,35,8308.79,1,1,1,94738.54,0
4462,15752956,642,Spain,29,12628.67,2,1,0,88842.8,0
4463,15644882,673,Germany,36,0,1,0,1,136934.91,0
4464,15766272,557,Germany,61,6406.85,1,0,1,109356.53,0
4465,15800620,723,France,29,21240.94,2,1,0,199635.93,0
4466,15569764,687,Germany,41,17060.05,1,0,1,158408.23,0
4467,15573171,646,Spain,63,28332.96,1,0,0,126688.83,1
4468,15736769,675,France,27,26282.32,2,0,1,150850.29,0
4469,15763381,503,France,30,1224.71,1,0,1,27802,0
4470,15814430,660,Spain,41,7781.14,1,0,0,32430.94,1
4471,15638607,501,France,52,32545.4,1,0,0,137332.37,1
4472,15613945,583,France,26,11740.09,2,1,0,108411.66,0
4473,15661723,595,Germany,71,21938.66,1,1,1,94433.08,1
4474,15766064,639,France,33,9411.12,2,0,1,110371.84,0
4475,15649616,627,Spain,60,43191.23,1,0,0,141364.62,1
4476,15720919,630,France,42,30051.97,1,0,0,108348.94,1
4477,15706706,700,Germany,33,29267.49,2,1,1,171668.2,0
4478,15709653,546,France,32,7886.04,2,0,0,67364.42,0
4479,15805104,746,France,73,10991.58,2,0,1,107867.38,0
4480,15622442,638,France,29,16748.28,2,0,1,194310.1,0
4481,15767598,586,Spain,28,8409.48,2,1,0,197588.32,0
4482,15757897,779,France,26,13.46,1,1,0,428.23,0
4483,15568104,776,France,26,4327,2,1,0,34948.77,0
4484,15763414,676,Germany,32,7327.94,1,1,0,82084.3,0
4485,15621974,780,Germany,33,8770.91,2,0,1,83556.65,0
4486,15803947,655,Germany,30,23619.37,1,0,0,71926.28,1
4487,15720706,533,Spain,39,18616.91,1,0,1,122925.44,0
4488,15759290,643,Spain,29,907.27,2,1,0,13133.88,0
4489,15651664,544,France,61,19680.23,1,1,1,62845.64,1
4490,15592089,801,France,43,12887.66,2,1,1,116111.51,0
4491,15811565,560,Spain,47,6754.55,1,1,1,28640.92,1
4492,15713774,557,Spain,46,39936.24,1,0,0,156787.34,1
4493,15691840,589,Germany,37,20831.8,2,0,1,125307.87,0
4494,15682021,541,Germany,23,9729.14,2,1,0,131736.23,0
4495,15676707,604,Spain,39,6390.55,2,0,0,91366.42,0
4496,15662662,631,France,30,2555.54,2,0,0,66190.21,0
4497,15671779,607,France,39,13685.47,2,1,0,168521.72,0
4498,15812888,422,France,41,46352.37,4,0,1,197490.39,1
4499,15724154,547,Germany,49,49791.98,1,1,1,126812.63,1
4500,15649744,638,France,51,3124.73,2,1,1,40546.15,0
4501,15621063,574,France,42,2447.06,1,1,0,46857.52,0
4502,15661626,597,Germany,45,21489.97,1,0,0,81491.7,1
4503,15698703,683,Germany,40,5874.16,2,0,1,129107.97,0
4504,15649451,767,France,25,13205.6,2,0,1,88728.47,0
4505,15572038,522,Germany,35,38672.55,1,0,0,188891.96,1
4506,15605965,644,France,43,3282.14,2,1,1,34338.04,0
4507,15604158,580,France,39,3108.68,2,0,1,18391.93,0
4508,15709478,636,Germany,37,21585.94,2,1,0,161064.29,0
4509,15636520,698,France,27,119.89,1,1,0,7900.46,0
4510,15794414,543,Spain,46,3431.21,1,0,1,51424.29,0
4511,15643671,559,Germany,49,49931.34,2,0,0,152450.84,1
4512,15680224,705,France,26,2419.98,2,1,1,32909.13,0
4513,15693996,531,France,33,29874.65,1,0,1,142911.99,0
4514,15704168,471,Germany,38,17990.88,1,1,0,60775.76,1
4515,15633729,502,France,43,789.09,1,0,1,28332,0
4516,15577683,563,France,29,1626.35,2,1,0,100919.19,0
4517,15800746,651,France,45,20778.92,1,0,0,102591.9,1
4518,15788686,596,Spain,40,746.9,2,1,0,25554.4,0
4519,15742798,692,Germany,22,42763.55,1,1,1,152107.93,1
4520,15756070,646,Spain,44,0,2,1,0,101728.46,0
4521,15775116,625,France,31,3204.16,2,1,0,89040.61,0
4522,15575428,723,Germany,35,1565.46,2,0,1,16910.98,0
4523,15568885,682,Germany,34,6882,1,1,0,120672.09,0
4524,15632665,691,France,61,45584.75,1,0,0,127804.66,1
4525,15688128,560,Spain,34,19928.89,1,0,1,144725.14,0
4526,15770291,844,France,29,8605.17,2,1,0,147342.03,0
4527,15583392,610,Germany,37,2506.11,3,1,1,85470.45,1
4528,15706217,662,Germany,28,2891.21,2,0,1,34490.06,0
4529,15610972,584,Germany,44,57.78,2,1,0,24208.84,1
4530,15674620,693,Germany,37,23856.64,2,0,1,174873.09,0
4531,15785350,545,Spain,23,16879.45,1,0,0,170262.97,0
4532,15756535,752,Germany,39,0,1,0,1,93783,0
4533,15717156,588,France,30,149.94,2,1,0,898.51,0
4534,15740846,585,France,40,8935.49,1,0,1,95124.4,0
4535,15573284,595,France,45,752.53,2,1,0,11514.39,0
4536,15611612,597,France,29,4372,1,1,0,37092.43,0
4537,15643426,534,Spain,36,1264.65,1,0,0,13197.44,0
4538,15618245,742,Germany,31,3940.74,2,1,0,54439.53,0
4539,15793478,475,Germany,39,2958.66,1,1,1,27274.6,1
4540,15640377,553,France,36,5155.18,2,1,0,97767.63,0
4541,15723950,633,Germany,40,32013.05,1,1,1,115468.84,1
4542,15590327,636,Germany,42,4828.72,1,1,0,98293.14,0
4543,15706199,645,Germany,36,0,1,0,1,182059.28,0
4544,15727041,640,France,71,18508.74,2,0,1,108841.83,0
4545,15738063,683,France,29,2987.14,2,0,1,18581.84,0
4546,15652320,657,France,40,3969.4,2,0,1,100727.68,0
4547,15634180,730,Germany,26,2891.31,2,0,0,39356.38,0
4548,15694566,578,France,42,53266.55,2,1,1,169921.11,1
4549,15726103,643,Germany,55,8124.54,1,1,1,42364.75,1
4550,15646351,550,Spain,27,3785.1,2,1,0,28823.04,0
4551,15730044,789,Germany,42,39297.23,3,0,0,182436.81,1
4552,15795186,625,France,38,0,1,0,1,115700.2,0
4553,15674254,576,Spain,45,22122.18,2,1,0,193412.05,0
4554,15649853,607,France,45,26094.54,1,0,1,184474.15,1
4555,15610379,621,France,30,10134.2,1,1,0,121124.53,0
4556,15659800,583,Spain,50,28188.96,1,1,1,152567.75,1
4557,15716236,512,France,35,1488.53,2,1,0,10722.54,0
4558,15672053,549,Spain,38,6739.41,2,0,1,58010.98,0
4559,15663933,541,Germany,35,46426.14,2,1,1,163440.8,1
4560,15814236,625,Spain,38,19429.5,1,1,0,102606.92,0
4561,15694556,598,France,60,23836.89,1,1,1,120257.7,1
4562,15800688,580,Spain,42,11767.98,2,0,1,130404.53,0
4563,15810878,555,Spain,38,22595.17,1,1,0,147797.54,0
4564,15763515,545,France,30,23033.89,2,0,1,162523.66,0
4565,15725882,621,Germany,40,6857.68,2,1,0,54495.82,0
4566,15788022,805,Germany,41,9476.75,2,0,1,169183.66,0
4567,15663917,570,France,43,0,1,1,0,80262.91,0
4568,15656865,638,Germany,69,978.53,1,1,0,8751.59,0
4569,15667971,597,Germany,34,0,2,0,1,102628.98,0
4570,15800366,614,France,29,13724.81,1,1,0,94823.95,0
4571,15643188,664,Germany,47,33562.52,2,1,1,153194.32,1
4572,15573628,634,Germany,51,40483.68,1,1,1,146411.41,1
4573,15698953,562,Spain,36,5026.95,3,1,1,74048.1,1
4574,15753888,536,Spain,62,5964.67,1,0,0,23386.77,1
4575,15737961,606,Germany,29,1373.3,2,0,1,92898.17,0
4576,15684419,733,Spain,37,4023.52,3,0,1,71738.56,0
4577,15794266,604,France,32,5641.25,1,1,0,103560.98,0
4578,15810711,688,Germany,37,8483.03,2,0,1,52367.29,0
4579,15771270,617,Germany,62,29959.92,1,0,1,152916.05,1
4580,15607786,718,France,26,344.03,1,0,1,4410.77,0
4581,15624519,593,Germany,49,19142.8,1,0,0,74771.22,1
4582,15799910,714,Germany,32,15824.9,3,1,1,193817.63,1
4583,15617419,674,Germany,29,2100.37,2,0,1,32526.64,0
4584,15570379,625,Spain,51,26370.19,1,0,0,85250.77,1
4585,15772996,610,Germany,40,5206.92,2,0,1,83508.93,0
4586,15729574,652,Spain,71,6647.59,2,0,1,173599.38,0
4587,15737267,594,France,49,20743.83,1,0,0,79342.31,1
4588,15813327,711,France,21,1288.82,2,0,1,56191.99,0
4589,15711921,710,France,29,0,2,0,1,6770.44,0
4590,15654300,579,Germany,33,10211.23,1,1,0,101694.67,0
4591,15569945,596,Spain,29,5165.38,2,1,0,69113.14,0
4592,15569666,485,France,45,4.41,1,0,0,172674.36,1
4593,15681887,766,Germany,33,1325.14,2,0,1,26606.28,0
4594,15762091,634,Germany,22,2241.69,1,0,1,63747.51,0
4595,15722053,650,Spain,33,2237.65,2,0,1,190112.05,0
4596,15782100,578,Spain,22,7502.81,1,0,1,110317.39,0
4597,15765300,463,Germany,40,16574.81,3,1,1,148623.43,1
4598,15743570,568,France,34,9995.45,2,1,0,125253.46,0
4599,15608541,498,France,46,7068.51,1,0,0,101954.78,1
4600,15750671,582,Spain,31,37145.84,2,0,1,168462.26,0
4601,15813659,532,France,56,5850.74,1,0,0,26215.85,1
4602,15757867,547,Germany,55,28893.42,1,1,1,97045.32,1
4603,15723818,501,France,37,673.28,2,1,0,8949.2,0
4604,15713819,624,France,48,18434.41,1,1,0,163116.75,0
4605,15600392,610,France,53,31264.58,2,1,1,170454.93,1
4606,15625740,647,Germany,62,11467.71,2,0,1,143104.3,0
4607,15734461,611,Germany,31,0,1,0,1,186370.3,0
4608,15709920,442,Germany,69,1754.75,1,0,0,50774.81,1
4609,15684248,697,Spain,21,8639.9,2,0,1,154279.87,0
4610,15643158,528,Germany,40,20949.98,1,1,1,68462.59,1
4611,15693902,657,France,19,5065.25,2,0,1,91036.74,0
4612,15578307,601,France,33,5199.29,2,1,1,83681.97,0
4613,15758510,486,France,26,16463.02,2,1,0,152491.22,0
4614,15692918,638,Germany,36,4085.25,1,1,0,134875.37,0
4615,15718231,575,France,28,13534.84,2,0,1,189839.93,0
4616,15772650,680,France,55,874.21,1,0,0,3268.17,1
4617,15574795,511,France,38,0,1,0,1,47089.72,0
4618,15706036,604,Germany,38,4178.48,2,0,1,46562.02,0
4619,15723856,666,France,29,0,2,0,1,62487.97,0
4620,15812920,648,Germany,40,15064.26,1,1,0,181598.25,0
4621,15691287,635,Germany,33,21565.73,1,0,0,64815.05,1
4622,15804797,425,France,54,6466.25,1,1,1,70196.23,1
4623,15712777,502,France,38,5610.61,1,0,0,35848.12,0
4624,15669219,599,Germany,35,8494.7,1,1,0,94498.82,0
4625,15648067,584,France,39,5557.92,2,0,1,73107.6,0
4626,15704014,763,Germany,37,11723.49,2,1,0,195333.98,0
4627,15709604,800,France,23,12997.25,1,1,0,173843.21,0
4628,15793901,688,France,27,15066.88,2,1,0,125244.18,0
4629,15569759,632,France,27,8753.95,3,1,0,163113.41,0
4630,15712930,647,France,42,1260.11,1,1,0,123006.91,0
4631,15677317,432,Germany,62,9399.44,1,1,1,131363.57,1
4632,15664270,622,Germany,45,12416.27,4,0,0,188305.85,1
4633,15731519,596,France,30,9817.51,2,0,0,143994.86,0
4634,15813862,571,Spain,66,17455.14,2,1,0,158365.89,0
4635,15641934,701,Spain,46,6299.33,1,1,0,78753.12,1
4636,15700749,537,France,39,3387.53,1,0,1,24677.54,0
4637,15726058,760,Germany,27,10605.75,2,0,1,87908.01,0
4638,15725665,568,France,47,5480.24,2,1,0,191198.92,1
4639,15742609,658,Germany,28,5990.62,1,1,0,59905.29,0
4640,15627203,523,Spain,54,5442.96,1,0,1,175749.36,0
4641,15786196,487,France,44,6472.27,3,0,0,60533.96,1
4642,15612095,685,France,48,53496.19,1,1,1,137508.42,1
4643,15783477,729,Germany,39,920.26,1,1,0,6723.66,0
4644,15757559,459,France,53,9644.34,2,1,1,41371.68,1
4645,15591036,542,Germany,43,29880.31,1,0,0,125140.72,1
4646,15761241,627,Germany,36,10325.74,1,0,1,143683.75,0
4647,15566988,562,Germany,46,15905.39,1,0,0,50595.15,1
4648,15749300,588,France,47,5170.45,1,0,1,50390.98,0
4649,15594340,439,France,41,31127.87,1,0,0,163150.03,1
4650,15778089,557,Spain,37,19923.63,2,1,0,135067.02,0
4651,15773723,530,Germany,57,51866.06,1,0,0,163534.75,1
4652,15709861,767,Germany,30,2662.15,2,1,0,28879.3,0
4653,15791958,830,France,41,54136.23,2,1,1,169203.51,1
4654,15695339,463,Germany,53,7055.64,1,0,0,54676.1,1
4655,15715709,702,Germany,43,9743,1,1,0,159888.1,0
4656,15683118,666,France,32,2087.68,2,1,0,138889.15,0
4657,15680112,550,Germany,35,15354.17,1,1,0,189560.43,0
4658,15714575,687,Germany,44,2737.08,1,0,0,17375.27,1
4659,15806808,770,Germany,57,1657.43,3,1,1,140225.14,1
4660,15657535,524,Germany,58,8406.53,1,0,0,51907.72,1
4661,15696141,608,Spain,31,7878.77,1,0,1,47018.75,0
4662,15649024,724,Germany,39,13224.19,1,0,0,59636.43,1
4663,15594928,805,Germany,38,22643.75,1,1,0,157147.59,0
4664,15765532,661,Germany,76,20525.06,1,1,1,191393.26,0
4665,15741719,629,France,40,21256.63,1,1,0,199862.75,0
4666,15728917,531,France,48,7306.34,1,1,1,30635.52,1
4667,15571193,516,Germany,42,4271.55,1,0,0,22497.1,1
4668,15653521,850,Germany,40,63.63,1,1,0,747.88,0
4669,15802220,645,Spain,35,9108.94,1,1,0,76870.81,0
4670,15600832,590,France,43,8951.05,1,1,0,103726.71,0
4671,15603743,542,France,28,10746.08,1,0,1,126281.83,0
4672,15579714,603,France,29,18197.12,2,1,0,196651.72,0
4673,15634295,516,France,35,362.23,1,1,0,5962.3,0
4674,15623499,545,Germany,49,39950.14,1,0,0,127022.87,1
4675,15807163,473,Germany,38,15440.81,1,1,0,52337.97,1
4676,15713770,643,Spain,41,2037.96,1,1,0,83753.64,0
4677,15698167,697,France,24,16133.87,2,0,1,182913.95,0
4678,15781710,570,Spain,31,8178.06,2,1,0,166720.28,0
4679,15801296,688,Germany,37,12800.3,2,1,0,192721.98,0
4680,15704378,673,Germany,37,7618.07,1,0,1,180241.44,0
4681,15767891,637,Germany,28,820.8,2,1,0,48475.12,0
4682,15679738,477,Germany,61,8114.79,1,0,0,98031.53,1
4683,15636634,690,Germany,25,1022.95,1,0,1,93524.22,0
4684,15601811,613,France,53,48623.61,1,0,0,183980.56,1
4685,15625494,634,France,32,8574.16,2,1,1,130234.63,0
4686,15723737,690,France,27,3299.69,1,1,0,32454.26,0
4687,15758856,609,France,45,15532.67,2,0,1,167756.45,0
4688,15746065,653,Germany,35,2629.31,2,0,1,24799.47,0
4689,15745455,683,Germany,62,6619.67,2,1,0,74241.09,0
4690,15583033,654,France,20,7712.54,2,0,1,78310.82,0
4691,15644212,650,Spain,28,515.79,2,1,0,119419.37,0
4692,15658577,560,France,37,1573.45,3,0,0,25136.95,1
4693,15606887,678,Germany,30,61267.96,1,1,1,193880.6,1
4694,15579892,739,Spain,19,209.93,1,0,1,4491.77,0
4695,15802088,583,Spain,22,12267.61,1,1,0,101311.95,0
4696,15589323,652,France,24,2891.56,2,0,1,38830.72,0
4697,15636395,617,France,31,376.01,2,0,1,26817.23,0
4698,15712772,760,France,28,23014.59,1,0,1,199727.72,0
4699,15700937,786,Spain,24,3874.99,2,0,1,67445.85,0
4700,15766659,599,Spain,33,3966.28,2,0,0,161002.29,0
4701,15783007,503,Germany,45,11186.75,1,1,1,41042.4,1
4702,15654183,754,France,26,1085.24,2,0,1,67484.16,0
4703,15609899,636,Spain,37,2394.22,1,0,1,121763.68,0
4704,15747323,483,Spain,48,2867.81,1,0,0,157358.43,1
4705,15738835,850,Germany,38,4478.94,2,1,0,43801.27,0
4706,15682528,630,France,33,4738.52,1,1,1,41139.05,0
4707,15805690,660,Germany,35,43251.57,1,1,1,133570.43,1
4708,15612139,672,Germany,33,37759.25,1,1,1,154990.58,1
4709,15568834,729,Spain,27,4061.9,2,1,0,27654.44,0
4710,15673439,621,Spain,50,44814.1,2,0,0,142208.5,1
4711,15669011,580,France,44,35828.81,1,1,1,169862.01,1
4712,15581388,583,Spain,33,7475.9,1,1,0,41365.85,0
4713,15743153,764,Germany,40,2622.53,2,0,1,30812.84,0
4714,15687218,681,France,27,4117.56,1,1,0,50743.83,0
4715,15700964,650,Germany,27,23662.99,1,0,1,167387.36,0
4716,15768887,646,Spain,26,2460.02,2,1,0,95159.13,0
4717,15685872,763,France,29,14111.77,1,0,1,173486.39,0
4718,15784594,597,Germany,37,11085.56,2,1,0,128499.94,0
4719,15606435,652,Germany,69,8140.91,2,0,1,105898.69,0
4720,15790247,562,Spain,40,638.89,2,0,1,11959.03,0
4721,15625905,615,Spain,41,1625.81,2,1,0,65906.07,0
4722,15752857,561,Germany,52,8672.32,2,0,1,92033.98,0
4723,15677908,584,Spain,42,19042.73,2,0,0,195692.3,0
4724,15773013,625,France,47,1622.22,1,0,0,6342.84,1
4725,15623972,575,Germany,23,6171.1,1,0,1,95148.28,0
4726,15738627,777,France,25,1359.05,2,0,1,21215.67,0
4727,15684868,627,Germany,56,33415.33,1,0,0,134396.64,1
4728,15669253,742,Germany,39,2633.45,3,0,0,133600.89,1
4729,15758023,405,Germany,47,10970.55,1,0,0,99922.08,1
4730,15680399,775,France,23,1897.46,2,1,0,18364.19,0
4731,15674720,558,Germany,37,18653.98,1,0,0,98162.44,1
4732,15580249,549,France,45,1086.05,1,0,1,84663.21,0
4733,15675431,620,France,34,2253.94,2,1,0,36536.93,0
4734,15810775,613,Spain,52,3105.51,2,0,1,16644.16,0
4735,15586039,537,Germany,36,9133.04,2,0,1,96366.7,0
4736,15781451,552,France,42,9303.15,2,1,0,135178.91,0
4737,15721019,701,France,24,17496.56,1,1,0,158615.41,0
4738,15738588,671,Germany,37,1135.38,1,1,0,71433.88,0
4739,15730657,578,France,41,5266.53,1,0,1,55672.09,0
4740,15739292,669,Germany,31,13330.46,1,1,0,150218.11,0
4741,15725945,553,Spain,42,47076.26,1,0,0,162734.31,1
4742,15813159,386,France,52,2404.4,1,1,1,21228.71,1
4743,15636820,747,Germany,40,7259.37,1,1,0,62027.9,0
4744,15603880,375,Germany,38,10644.04,1,1,1,60988.21,1
4745,15619494,580,Germany,31,13889.81,1,1,0,108675.01,0
4746,15596992,350,Germany,45,16649.02,1,1,0,72643.95,1
4747,15735025,560,Spain,37,0,2,1,1,9241.52,0
4748,15730759,545,Germany,52,40887.86,1,0,0,153080.4,1
4749,15711316,793,France,27,33568.02,2,0,1,199527.34,0
4750,15738785,588,France,26,14393.91,2,1,0,156598.23,0
4751,15777896,850,Germany,33,0,1,1,0,74917.64,0
4752,15628963,669,Germany,43,7908.57,2,1,0,111249.62,0
4753,15742126,746,Germany,38,0,2,1,0,59115.77,0
4754,15683195,748,France,32,6327.06,1,1,1,77119.45,0
4755,15738884,670,Germany,41,6298.46,1,1,0,67484.6,0
4756,15615050,535,Germany,47,18581.83,2,0,0,63452.18,1
4757,15803005,653,Germany,57,6325.55,1,0,1,103660.31,0
4758,15743498,409,Germany,52,17074.16,1,1,1,163191.99,1
4759,15588695,732,Germany,32,11883.04,1,1,1,44323.22,1
4760,15571144,701,France,28,5195.34,2,0,1,126565.21,0
4761,15750731,610,Germany,50,35697.85,1,1,1,185360.4,1
4762,15626044,772,Germany,28,2748.01,2,0,1,106024.02,0
4763,15737910,713,Germany,35,12393.72,2,1,0,167810.26,0
4764,15761076,596,France,41,3053.24,2,0,1,138536.09,0
4765,15710105,489,Germany,26,42645.69,1,0,0,184520,1
4766,15577402,654,France,31,0,2,0,1,20492.16,0
4767,15803337,684,France,23,10446.12,1,1,0,134676.72,0
4768,15585867,669,Spain,36,14291.49,2,1,0,125557.95,0
4769,15662488,522,France,44,25448.12,2,1,1,82969.61,1
4770,15604813,570,France,40,19740.56,2,1,0,158071.69,0
4771,15611644,639,France,73,255.2,1,0,1,43615.67,0
4772,15764293,537,France,33,2534.06,2,1,0,80792.83,0
4773,15577313,494,France,44,156.74,1,1,1,5075.17,1
4774,15714493,557,Spain,33,12484,2,1,0,95500.98,0
4775,15687913,554,Germany,34,14906.67,1,1,1,199805.63,0
4776,15790935,608,France,29,5822.27,2,0,1,52709.55,0
4777,15727605,617,Germany,43,504.11,2,0,1,12537.42,0
4778,15651144,656,Germany,35,910.17,2,1,0,64722.61,0
4779,15749401,545,France,60,8905.25,3,1,1,75246.21,1
4780,15620735,682,Germany,33,9940.88,2,1,0,69011.66,0
4781,15769781,705,Spain,25,3899.18,2,0,1,52404.47,0
4782,15624611,505,Spain,37,12250.92,2,0,1,163641.53,0
4783,15720371,549,France,51,28633.73,1,0,0,173989.47,1
4784,15717984,449,France,47,1721.5,1,1,1,61315.37,1
4785,15785042,577,France,31,20921.29,1,1,0,124210.53,0
4786,15654096,788,Germany,24,6997.96,2,0,1,43705.56,0
4787,15653065,610,Spain,22,1703.67,2,0,1,104170.48,0
4788,15690526,722,Germany,31,3550.1,2,0,1,55387.28,0
4789,15625761,619,Germany,41,11576.14,4,0,0,93874.87,1
4790,15735080,526,France,64,516.06,1,0,1,6076.62,0
4791,15619537,568,France,31,12189.87,2,1,0,122221.71,0
4792,15598162,769,Germany,39,3525.67,1,0,1,24156.03,0
4793,15694300,784,France,26,9946.72,2,1,0,135394.62,0
4794,15612444,551,France,29,10533.5,2,1,0,146090.38,0
4795,15627995,659,Germany,26,36983.82,1,1,1,135034.57,1
4796,15706128,651,France,21,9962.24,2,0,1,84008.66,0
4797,15666430,595,France,38,13281.19,2,1,0,91763.67,0
4798,15581323,521,Germany,28,7455.29,2,0,1,106799.49,0
4799,15608109,719,Germany,58,602.89,2,1,0,10494.64,0
4800,15801942,486,Spain,41,9132.36,3,1,1,79866.73,1
4801,15810167,712,Spain,75,11984.47,1,1,1,91673.6,0
4802,15644501,600,France,26,89.8,1,0,1,18458.2,0
4803,15785290,584,France,29,1081.41,1,0,1,8342.35,0
4804,15656822,542,Germany,43,13489.64,4,0,0,107155.4,1
4805,15580560,769,France,73,1828.55,1,1,1,29792.11,0
4806,15760641,611,Germany,26,290.71,1,1,1,7063.6,0
4807,15587584,545,Spain,31,1628.7,2,0,1,21645.06,0
4808,15604146,656,Germany,38,15241.31,2,0,1,137079.86,0
4809,15813974,617,Germany,37,41065.32,1,0,0,172718.35,1
4810,15746986,850,Germany,40,6180.12,2,0,1,106691.02,0
4811,15759741,618,Germany,34,4585.82,1,0,1,72274.84,0
4812,15734892,602,Spain,37,762.56,2,0,1,32246.63,0
4813,15797194,571,France,39,0,2,0,1,80552.36,0
4814,15664339,766,Spain,48,12502.83,2,0,0,50168.41,1
4815,15754526,731,Germany,36,2078.09,1,0,1,33687.9,0
4816,15703037,544,Germany,37,29787.92,1,0,0,178705.45,1
4817,15609558,766,Germany,47,11788.93,2,1,1,45859.55,1
4818,15572408,725,Germany,39,6405.68,2,1,0,63846.36,0
4819,15613923,581,Spain,43,11456.79,1,1,0,100236.02,0
4820,15747000,594,France,27,2843.74,2,1,0,19645.65,0
4821,15731781,614,France,43,19126.41,2,0,1,178393.68,0
4822,15727198,727,Germany,28,3633.89,2,0,0,78591.15,0
4823,15804950,595,France,41,243.76,2,1,0,3756.65,0
4824,15576304,728,France,29,7682.84,1,0,1,152723.23,0
4825,15645200,438,Germany,54,20936.86,1,1,1,187597.98,1
4826,15779627,650,Germany,31,6343.43,1,1,0,70381.49,0
4827,15750755,457,Spain,33,0,2,1,0,156792.89,0
4828,15569654,850,Germany,31,3473.7,1,0,1,35534.68,0
4829,15576602,815,France,38,1917.57,2,1,1,80061.31,0
4830,15790763,654,Spain,49,12624.54,2,1,0,111190.53,0
4831,15766458,564,France,33,4301.3,1,1,0,69664.35,0
4832,15616221,493,Germany,50,7035.52,1,1,1,63233.02,1
4833,15714062,564,Germany,40,36949.13,1,0,0,189051.59,1
4834,15592197,615,Spain,30,0,2,0,1,145490.85,0
4835,15793116,545,Germany,40,22196.5,1,1,0,196278.32,0
4836,15697678,595,Germany,36,3246.33,2,1,0,174667.58,0
4837,15800412,459,Germany,35,252.36,2,1,0,3476.38,0
4838,15597610,611,Spain,41,850.81,1,1,1,19344.92,0
4839,15726634,500,France,47,7589.65,1,0,1,95270.83,0
4840,15603554,452,France,45,2373.54,3,0,0,49915.52,1
4841,15716800,661,France,31,3346.13,2,1,0,33747.03,0
4842,15742172,671,Germany,32,0,2,1,0,198894.42,0
4843,15792305,669,Germany,46,0,3,0,0,57014.17,1
4844,15636016,593,France,34,16799.06,1,0,1,131729.52,0
4845,15733138,667,Germany,42,6860.24,1,1,0,79169.73,0
4846,15616954,632,France,71,1374.31,2,0,1,17013.54,0
4847,15729238,569,Germany,48,32050.77,1,0,0,150661.42,1
4848,15718242,709,Germany,47,21163.2,1,1,1,86622.56,1
4849,15654274,573,France,37,18309.28,2,0,1,141998.89,0
4850,15719649,619,France,38,25309.17,1,1,0,187915.7,0
4851,15778897,635,France,28,18535.99,2,1,0,133267.78,0
4852,15626507,620,France,27,20254.2,1,1,0,183271.15,0
4853,15571995,782,Germany,33,1924.28,2,1,0,26362.4,0
4854,15673333,724,Germany,52,0,1,1,0,153373.71,0
4855,15748752,611,Germany,33,9387.97,2,0,0,70705.58,0
4856,15725302,710,Spain,20,23437.45,2,1,0,119759.24,0
4857,15722083,652,Spain,39,5785.75,2,1,0,42392.24,0
4858,15771442,493,Germany,40,3494.43,1,1,1,34670.62,1
4859,15672185,664,France,47,19899.73,2,0,1,171774.5,0
4860,15687492,671,Germany,32,3305.78,2,1,0,41788.37,0
4861,15721047,623,Germany,37,26966.52,1,0,1,199428.19,0
4862,15589017,404,Germany,55,2560.77,3,1,1,16922.28,1
4863,15611186,498,Germany,37,6913.49,1,1,1,178291.89,1
4864,15617301,789,Germany,36,8677.08,1,0,1,152290.28,0
4865,15596493,728,France,47,5441.27,2,1,1,177624.01,0
4866,15585748,594,Germany,28,654.93,2,1,0,40385.61,0
4867,15650026,414,France,44,16237.03,2,1,1,52629.73,1
4868,15745826,512,France,37,18982.51,2,0,1,180012.39,0
4869,15708610,704,Germany,44,3350.64,2,1,0,35342.33,0
4870,15590097,592,Spain,33,6261.66,1,1,0,62746.54,0
4871,15689328,604,Germany,48,39833.32,1,1,1,173273.2,1
4872,15702806,700,Spain,24,1201.92,1,0,0,10883.52,0
4873,15620756,617,France,49,4323.68,1,1,1,17298.72,1
4874,15611331,450,France,46,7913.54,1,1,1,115779.48,1
4875,15576935,724,Spain,43,26430.59,2,0,0,93228.86,1
4876,15661275,433,Germany,52,8185.87,1,1,1,148704.77,1
4877,15768471,438,Germany,54,0,1,1,1,40914.32,1
4878,15793346,608,France,72,2203.38,2,1,0,171260.66,0
4879,15608338,707,Spain,55,0,4,0,0,94187.47,1
4880,15578546,510,Germany,26,7757.49,1,0,1,145900.89,0
4881,15761340,524,France,22,11270.29,2,1,0,99828.45,0
4882,15623219,503,Germany,48,34180.7,1,0,0,121189.3,1
4883,15655229,850,Germany,35,10741.57,1,0,1,129660.59,0
